"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","5/224","40/9914",0.125,5.53236607142857,4.36689840011922,0.00194484848689615,0.023190812393675,0.0200977236977526,"179885/182177/179148/183622/187209",5
"GO:0140678","molecular function inhibitor activity","9/224","124/9914",0.0725806451612903,3.21234158986175,3.76908866597986,0.00195585164765934,0.023190812393675,0.0200977236977526,"182456/181306/181387/172452/180352/180277/175207/178587/177012",9
"GO:0004497","monooxygenase activity","8/224","105/9914",0.0761904761904762,3.37210884353742,3.71519461548875,0.0025503151684416,0.0264595198725816,0.0229304653302863,"178926/177958/179885/184473/182177/179148/183622/187209",8
"GO:0005509","calcium ion binding","10/224","163/9914",0.0613496932515337,2.71527169149869,3.35711963305342,0.00385246619035419,0.0383705632559278,0.0332528660641099,"175143/183476/172520/176430/176060/175632/174922/175168/190583/176076",10
"GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","9/224","142/9914",0.0633802816901408,2.80514336016097,3.29403959379104,0.00486026884173448,0.0465464208304571,0.0403382636662173,"178926/177958/178170/179885/184473/182177/179148/183622/187209",9
"GO:0016887","ATP hydrolysis activity","12/224","237/9914",0.0506329113924051,2.24095840867993,2.93985359040931,0.00752688307713599,0.0669354959359593,0.0580079334892059,"179971/174974/180408/180691/178215/181326/181327/181277/179678/172511/176321/186322",12
"GO:0016829","lyase activity","8/224","141/9914",0.0567375886524823,2.51114488348531,2.74768147492517,0.0145644214418033,0.113793963876889,0.0986166247929073,"181478/173300/178583/172715/174326/173762/174155/180525",8
"GO:0031490","chromatin DNA binding","3/224","28/9914",0.107142857142857,4.74202806122449,3.0146744919162,0.0246000811858134,0.157062056801732,0.136113809530142,"181073/181545/175058",3
"GO:0140657","ATP-dependent activity","15/224","401/9914",0.0374064837905237,1.65557089419309,2.03750074092097,0.0382861735326567,0.226982314515036,0.196708410380818,"179971/174974/180408/180691/178215/181326/181327/181277/179678/174546/172511/3565680/172651/176321/186322",15
"GO:0016853","isomerase activity","6/224","111/9914",0.0540540540540541,2.39237451737452,2.24286290541664,0.0397212009147165,0.230013465761963,0.199335279988173,"179113/171974/179436/176388/180896/177358",6
"GO:0016866","intramolecular transferase activity","2/224","16/9914",0.125,5.53236607142857,2.75851862227308,0.0495353911443528,0.280325281703269,0.242936726904122,"179436/177358",2
"GO:0019843","rRNA binding","3/224","38/9914",0.0789473684210526,3.49412593984962,2.34198608638929,0.0538179603950086,0.297792714185714,0.258074429964369,"171886/180246/172420",3
"GO:0008061","chitin binding","3/224","42/9914",0.0714285714285714,3.16135204081633,2.13408766734825,0.0686531866627039,0.36371581870241,0.31520500035508,"181387/176315/187942",3
"GO:0042162","telomeric DNA binding","2/224","20/9914",0.1,4.42589285714286,2.3316722018009,0.073980060756885,0.37593949241764,0.325798334160288,"179678/187558",2
"GO:0016878","acid-thiol ligase activity","2/224","21/9914",0.0952380952380952,4.21513605442177,2.24238237988557,0.0805876673546072,0.401326583425944,0.347799406477778,"180992/3565680",2
"GO:0050660","flavin adenine dinucleotide binding","4/224","76/9914",0.0526315789473684,2.32941729323308,1.76880266778757,0.0927814978076588,0.426993214974638,0.37004273544621,"177958/24104108/177281/174254",4
"GO:0031491","nucleosome binding","2/224","24/9914",0.0833333333333333,3.68824404761905,2.00466053947947,0.101414311741848,0.443020414451229,0.383932297452978,"181073/181545",2
"GO:0060590","ATPase regulator activity","2/224","24/9914",0.0833333333333333,3.68824404761905,2.00466053947947,0.101414311741848,0.443020414451229,0.383932297452978,"178587/177012",2
"GO:0016405","CoA-ligase activity","2/224","25/9914",0.08,3.54071428571429,1.93381230399337,0.108655217136924,0.46646808736369,0.404252622741731,"180992/3565680",2
"GO:0004364","glutathione transferase activity","3/224","56/9914",0.0535714285714286,2.37101403061224,1.5642500574405,0.132562589632016,0.559459064718168,0.484840871981503,"187537/173842/185407",3
"GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","4/224","88/9914",0.0454545454545455,2.01176948051948,1.44943653773793,0.13784856159144,0.572071530604475,0.495771142565704,"187537/173842/185407/177355",4
"GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","7/224","197/9914",0.0355329949238579,1.57265228426396,1.23430555309401,0.158488186342052,0.62640568887573,0.542858449458993,"178532/177320/181226/172715/187470/174415/178889",7
"GO:0016879","ligase activity, forming carbon-nitrogen bonds","2/224","32/9914",0.0625,2.76618303571429,1.52143340370922,0.162534790145362,0.628294271244249,0.54449514100643,"178452/174385",2
"GO:0016877","ligase activity, forming carbon-sulfur bonds","2/224","37/9914",0.0540540540540541,2.39237451737452,1.29005752181335,0.203368701535449,0.628294271244249,0.54449514100643,"180992/3565680",2
"GO:0051087","protein-folding chaperone binding","2/224","37/9914",0.0540540540540541,2.39237451737452,1.29005752181335,0.203368701535449,0.628294271244249,0.54449514100643,"178587/177012",2
"GO:0000224","peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity","1/224","10/9914",0.1,4.42589285714286,1.6479086539031,0.204384883416804,0.628294271244249,0.54449514100643,"3565176",1
"GO:0016406","carnitine O-acyltransferase activity","1/224","10/9914",0.1,4.42589285714286,1.6479086539031,0.204384883416804,0.628294271244249,0.54449514100643,"178889",1
"GO:0016504","peptidase activator activity","1/224","10/9914",0.1,4.42589285714286,1.6479086539031,0.204384883416804,0.628294271244249,0.54449514100643,"176588",1
"GO:0016840","carbon-nitrogen lyase activity","1/224","10/9914",0.1,4.42589285714286,1.6479086539031,0.204384883416804,0.628294271244249,0.54449514100643,"174326",1
"GO:0016854","racemase and epimerase activity","1/224","10/9914",0.1,4.42589285714286,1.6479086539031,0.204384883416804,0.628294271244249,0.54449514100643,"180896",1
"GO:0016884","carbon-nitrogen ligase activity, with glutamine as amido-N-donor","1/224","10/9914",0.1,4.42589285714286,1.6479086539031,0.204384883416804,0.628294271244249,0.54449514100643,"174385",1
"GO:0038024","cargo receptor activity","1/224","10/9914",0.1,4.42589285714286,1.6479086539031,0.204384883416804,0.628294271244249,0.54449514100643,"176787",1
"GO:0070003","threonine-type peptidase activity","1/224","10/9914",0.1,4.42589285714286,1.6479086539031,0.204384883416804,0.628294271244249,0.54449514100643,"176508",1
"GO:0015926","glucosidase activity","1/224","11/9914",0.0909090909090909,4.02353896103896,1.52543320620261,0.222379409478459,0.651440858354546,0.56455453799485,"180400",1
"GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","1/224","11/9914",0.0909090909090909,4.02353896103896,1.52543320620261,0.222379409478459,0.651440858354546,0.56455453799485,"177958",1
"GO:0042393","histone binding","3/224","73/9914",0.0410958904109589,1.81886007827789,1.06761873522037,0.228046459875436,0.652684695505558,0.565632477609974,"181545/174598/176864",3
"GO:0003697","single-stranded DNA binding","2/224","43/9914",0.0465116279069767,2.05855481727575,1.05762492789565,0.253599802272701,0.653813009432707,0.56661030198142,"179678/187558",2
"GO:0008376","acetylgalactosaminyltransferase activity","1/224","13/9914",0.0769230769230769,3.40453296703297,1.31894764087291,0.25716192089956,0.653813009432707,0.56661030198142,"176595",1
"GO:0003924","GTPase activity","5/224","152/9914",0.0328947368421053,1.45588580827068,0.861138763025398,0.260129391369195,0.653813009432707,0.56661030198142,"173812/172838/171749/176863/178851",5
"GO:0008238","exopeptidase activity","3/224","80/9914",0.0375,1.65970982142857,0.900735988097731,0.270556572978013,0.653813009432707,0.56661030198142,"180780/176132/172557",3
"GO:0030544","Hsp70 protein binding","1/224","14/9914",0.0714285714285714,3.16135204081633,1.23037246909331,0.273967872795177,0.653813009432707,0.56661030198142,"178587",1
"GO:0000030","mannosyltransferase activity","1/224","15/9914",0.0666666666666667,2.95059523809524,1.14942807536058,0.290395266380417,0.653813009432707,0.56661030198142,"180821",1
"GO:0004181","metallocarboxypeptidase activity","1/224","15/9914",0.0666666666666667,2.95059523809524,1.14942807536058,0.290395266380417,0.653813009432707,0.56661030198142,"172557",1
"GO:0005507","copper ion binding","1/224","15/9914",0.0666666666666667,2.95059523809524,1.14942807536058,0.290395266380417,0.653813009432707,0.56661030198142,"179060",1
"GO:0015645","fatty acid ligase activity","1/224","15/9914",0.0666666666666667,2.95059523809524,1.14942807536058,0.290395266380417,0.653813009432707,0.56661030198142,"3565680",1
"GO:0016645","oxidoreductase activity, acting on the CH-NH group of donors","1/224","15/9914",0.0666666666666667,2.95059523809524,1.14942807536058,0.290395266380417,0.653813009432707,0.56661030198142,"174254",1
"GO:0016763","pentosyltransferase activity","1/224","15/9914",0.0666666666666667,2.95059523809524,1.14942807536058,0.290395266380417,0.653813009432707,0.56661030198142,"180244",1
"GO:0120515","fatty acid-CoA ligase activity","1/224","15/9914",0.0666666666666667,2.95059523809524,1.14942807536058,0.290395266380417,0.653813009432707,0.56661030198142,"3565680",1
"GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","3/224","84/9914",0.0357142857142857,1.58067602040816,0.812571245063809,0.29524294459782,0.653813009432707,0.56661030198142,"180825/174385/3565176",3
"GO:0005516","calmodulin binding","2/224","49/9914",0.0408163265306122,1.80648688046647,0.860421939724594,0.304090365418937,0.653813009432707,0.56661030198142,"181099/174623",2
"GO:0008233","peptidase activity","11/224","404/9914",0.0272277227722772,1.20506983734088,0.639833367256497,0.305798776816801,0.653813009432707,0.56661030198142,"180780/181412/171829/176132/181208/174223/181664/172511/176508/172557/179210",11
"GO:0008375","acetylglucosaminyltransferase activity","1/224","16/9914",0.0625,2.76618303571429,1.07494600338516,0.306452591396154,0.653813009432707,0.56661030198142,"173405",1
"GO:0017056","structural constituent of nuclear pore","1/224","16/9914",0.0625,2.76618303571429,1.07494600338516,0.306452591396154,0.653813009432707,0.56661030198142,"171954",1
"GO:0072341","modified amino acid binding","1/224","16/9914",0.0625,2.76618303571429,1.07494600338516,0.306452591396154,0.653813009432707,0.56661030198142,"172715",1
"GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors","2/224","50/9914",0.04,1.77035714285714,0.830262184626436,0.312464851897559,0.653813009432707,0.56661030198142,"172715/177281",2
"GO:0051213","dioxygenase activity","2/224","50/9914",0.04,1.77035714285714,0.830262184626436,0.312464851897559,0.653813009432707,0.56661030198142,"178170/180855",2
"GO:0016811","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","2/224","51/9914",0.0392156862745098,1.73564425770308,0.800779772650772,0.320817922910982,0.657499089004927,0.569804748450687,"174385/3565176",2
"GO:0005201","extracellular matrix structural constituent","1/224","17/9914",0.0588235294117647,2.60346638655462,1.00599821363466,0.32214814802651,0.657499089004927,0.569804748450687,"175632",1
"GO:0140030","modification-dependent protein binding","2/224","52/9914",0.0384615384615385,1.70226648351648,0.771943986112034,0.329146281097458,0.666320520270464,0.577449615960453,"181545/176864",2
"GO:0030234","enzyme regulator activity","10/224","373/9914",0.0268096514745308,1.18656644963615,0.558413216614011,0.335278610635256,0.672280181816105,0.582614404025794,"175443/182456/181306/181387/172452/180352/180277/176588/175207/173448",10
"GO:0010181","FMN binding","1/224","18/9914",0.0555555555555556,2.45882936507936,0.941836635742617,0.337490051112502,0.672280181816105,0.582614404025794,"179159",1
"GO:0022804","active transmembrane transporter activity","6/224","212/9914",0.0283018867924528,1.25261118598383,0.565268190377342,0.346362744456655,0.672625133360161,0.582913347448037,"180408/180691/178215/181326/181327/181277",6
"GO:0051537","2 iron, 2 sulfur cluster binding","1/224","19/9914",0.0526315789473684,2.32941729323308,0.88185036453239,0.352486234272446,0.672625133360161,0.582913347448037,"24104108",1
"GO:0106310","protein serine kinase activity","4/224","133/9914",0.0300751879699248,1.33109559613319,0.584456602371946,0.353871054097113,0.672625133360161,0.582913347448037,"179352/174623/174004/176230",4
"GO:0005231","excitatory extracellular ligand-gated monoatomic ion channel activity","3/224","94/9914",0.0319148936170213,1.41251899696049,0.610965672383058,0.357311602622436,0.674019614037777,0.584121838417858,"181516/184533/173802",3
"GO:0016417","S-acyltransferase activity","1/224","20/9914",0.05,2.21294642857143,0.825534711010301,0.367144453931159,0.687360669389915,0.595683522405126,"172715",1
"GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","1/224","21/9914",0.0476190476190476,2.10756802721088,0.772468407775973,0.381472293259987,0.703604452012865,0.609760780649492,"172715",1
"GO:0016874","ligase activity","4/224","139/9914",0.0287769784172662,1.27363823227133,0.493958504395249,0.384773747070525,0.704475463386476,0.610515620351839,"178452/174385/180992/3565680",4
"GO:0030246","carbohydrate binding","3/224","102/9914",0.0294117647058824,1.30173319327731,0.465703046333337,0.406493510655166,0.738278360681128,0.639810035678001,"178170/177534/180400",3
"GO:0050661","NADP binding","1/224","23/9914",0.0434782608695652,1.92430124223602,0.674717582376453,0.409166320377492,0.738278360681128,0.639810035678001,"177958",1
"GO:0003684","damaged DNA binding","1/224","24/9914",0.0416666666666667,1.84412202380952,0.629473396634226,0.422546842492086,0.74094481535584,0.642120850340086,"187558",1
"GO:0016651","oxidoreductase activity, acting on NAD(P)H","1/224","24/9914",0.0416666666666667,1.84412202380952,0.629473396634226,0.422546842492086,0.74094481535584,0.642120850340086,"177958",1
"GO:0071949","FAD binding","1/224","24/9914",0.0416666666666667,1.84412202380952,0.629473396634226,0.422546842492086,0.74094481535584,0.642120850340086,"174254",1
"GO:0140662","ATP-dependent protein folding chaperone","1/224","24/9914",0.0416666666666667,1.84412202380952,0.629473396634226,0.422546842492086,0.74094481535584,0.642120850340086,"179971",1
"GO:0004175","endopeptidase activity","6/224","235/9914",0.025531914893617,1.13001519756839,0.306674368886594,0.439420273951375,0.754590677337189,0.653946687187165,"181412/171829/176132/181208/176508/179210",6
"GO:0004180","carboxypeptidase activity","1/224","26/9914",0.0384615384615385,1.70226648351648,0.545128716480364,0.448409546564878,0.759550864589487,0.658245306450411,"172557",1
"GO:0005112","Notch binding","1/224","27/9914",0.037037037037037,1.63921957671958,0.505666701439232,0.460905123179913,0.764977902976746,0.662948510294791,"176595",1
"GO:0008374","O-acyltransferase activity","1/224","27/9914",0.037037037037037,1.63921957671958,0.505666701439232,0.460905123179913,0.764977902976746,0.662948510294791,"178889",1
"GO:0003682","chromatin binding","3/224","112/9914",0.0267857142857143,1.18550701530612,0.300176489229449,0.466290891714991,0.764977902976746,0.662948510294791,"181073/181545/175058",3
"GO:0004386","helicase activity","3/224","113/9914",0.0265486725663717,1.17501580278129,0.284476217821309,0.47213150282317,0.764977902976746,0.662948510294791,"174546/172651/176321",3
"GO:0016409","palmitoyltransferase activity","1/224","28/9914",0.0357142857142857,1.58067602040816,0.467807605434972,0.473118863688429,0.764977902976746,0.662948510294791,"178889",1
"GO:0016706","2-oxoglutarate-dependent dioxygenase activity","1/224","31/9914",0.032258064516129,1.42770737327189,0.362616749125212,0.508131653355121,0.781147844986338,0.676961776462478,"178170",1
"GO:0044877","protein-containing complex binding","6/224","253/9914",0.0237154150197628,1.04961885940147,0.121551597259488,0.510648092737466,0.781147844986338,0.676961776462478,"181073/181545/174974/176430/172838/172226",6
"GO:0008237","metallopeptidase activity","4/224","165/9914",0.0242424242424242,1.07294372294372,0.143652945712884,0.514659896568707,0.781147844986338,0.676961776462478,"180780/181412/181208/172557",4
"GO:0008408","3'-5' exonuclease activity","1/224","32/9914",0.03125,1.38309151785714,0.330004433379582,0.519279939265113,0.781147844986338,0.676961776462478,"177875",1
"GO:0016830","carbon-carbon lyase activity","1/224","32/9914",0.03125,1.38309151785714,0.330004433379582,0.519279939265113,0.781147844986338,0.676961776462478,"178583",1
"GO:0051287","NAD binding","1/224","32/9914",0.03125,1.38309151785714,0.330004433379582,0.519279939265113,0.781147844986338,0.676961776462478,"175012",1
"GO:0016860","intramolecular oxidoreductase activity","1/224","33/9914",0.0303030303030303,1.34117965367965,0.298472496429466,0.530176649810004,0.781147844986338,0.676961776462478,"176388",1
"GO:0044183","protein folding chaperone","1/224","33/9914",0.0303030303030303,1.34117965367965,0.298472496429466,0.530176649810004,0.781147844986338,0.676961776462478,"179971",1
"GO:0016790","thiolester hydrolase activity","1/224","34/9914",0.0294117647058824,1.30173319327731,0.267946907450806,0.540827437224492,0.785758348145794,0.680957350961267,"172715",1
"GO:0031072","heat shock protein binding","1/224","34/9914",0.0294117647058824,1.30173319327731,0.267946907450806,0.540827437224492,0.785758348145794,0.680957350961267,"178587",1
"GO:0140101","catalytic activity, acting on a tRNA","2/224","80/9914",0.025,1.10647321428571,0.145373394120324,0.543095935945305,0.785758348145794,0.680957350961267,"180244/179436",2
"GO:0005200","structural constituent of cytoskeleton","1/224","36/9914",0.0277777777777778,1.22941468253968,0.209653744027267,0.561413222258788,0.790649882135775,0.685196473632779,"181698",1
"GO:0030527","structural constituent of chromatin","2/224","84/9914",0.0238095238095238,1.05378401360544,0.0752628683877517,0.569651500284753,0.790649882135775,0.685196473632779,"181073/181545",2
"GO:0004177","aminopeptidase activity","1/224","37/9914",0.027027027027027,1.19618725868726,0.18177066988462,0.571358903389992,0.790649882135775,0.685196473632779,"176132",1
"GO:0003714","transcription corepressor activity","1/224","38/9914",0.0263157894736842,1.16470864661654,0.154661539949024,0.581080033858822,0.790649882135775,0.685196473632779,"174598",1
"GO:1901505","carbohydrate derivative transmembrane transporter activity","1/224","38/9914",0.0263157894736842,1.16470864661654,0.154661539949024,0.581080033858822,0.790649882135775,0.685196473632779,"177424",1
"GO:0004252","serine-type endopeptidase activity","1/224","39/9914",0.0256410256410256,1.13484432234432,0.128280631788991,0.590581661280412,0.794890992750393,0.688871923541875,"176132",1
"GO:0033218","amide binding","1/224","39/9914",0.0256410256410256,1.13484432234432,0.128280631788991,0.590581661280412,0.794890992750393,0.688871923541875,"172715",1
"GO:0008235","metalloexopeptidase activity","1/224","40/9914",0.025,1.10647321428571,0.10258608898581,0.599868720305545,0.802262236768564,0.695260023409663,"172557",1
"GO:0016746","acyltransferase activity","8/224","374/9914",0.0213903743315508,0.946715049656226,-0.159709537814807,0.613739137658925,0.80432129093196,0.69704444997274,"178532/177320/178583/181226/172715/187470/174415/178889",8
"GO:0015932","nucleobase-containing compound transmembrane transporter activity","1/224","43/9914",0.0232558139534884,1.02927740863787,0.029251689845682,0.626490191510738,0.812479467115488,0.704114524450116,"177424",1
"GO:0005319","lipid transporter activity","1/224","47/9914",0.0212765957446809,0.941679331306991,-0.0609317334363501,0.659262143963483,0.85055064169382,0.737107932983442,"173448",1
"GO:0004527","exonuclease activity","1/224","48/9914",0.0208333333333333,0.922061011904762,-0.0822942515520981,0.666997552877255,0.856094797249672,0.741912633422882,"177875",1
"GO:0016407","acetyltransferase activity","1/224","54/9914",0.0185185185185185,0.819609788359788,-0.202085923928456,0.709872981018643,0.886991329809383,0.768688322176806,"172715",1
"GO:0008289","lipid binding","4/224","213/9914",0.0187793427230047,0.831153588195842,-0.378737282685437,0.713758766128266,0.886991329809383,0.768688322176806,"184522/171954/172635/181720",4
"GO:0004197","cysteine-type endopeptidase activity","1/224","55/9914",0.0181818181818182,0.804707792207792,-0.220807845573318,0.716464101936678,0.886991329809383,0.768688322176806,"171829",1
"GO:0051082","unfolded protein binding","1/224","55/9914",0.0181818181818182,0.804707792207792,-0.220807845573318,0.716464101936678,0.886991329809383,0.768688322176806,"179971",1
"GO:0004222","metalloendopeptidase activity","2/224","111/9914",0.018018018018018,0.797458172458173,-0.326258162671237,0.719567263540142,0.886991329809383,0.768688322176806,"181412/181208",2
"GO:0140098","catalytic activity, acting on RNA","5/224","271/9914",0.018450184501845,0.816585397996837,-0.465454403696609,0.737951514661667,0.896341108052464,0.776791068064912,"177875/180244/179436/172651/176321",5
"GO:0042802","identical protein binding","2/224","126/9914",0.0158730158730159,0.702522675736961,-0.510924622128983,0.782194051911078,0.927458661551707,0.803758298956246,"176330/179971",2
"GO:0004540","RNA nuclease activity","1/224","79/9914",0.0126582278481013,0.560239602169982,-0.596632839824531,0.83677848716073,0.976797661508278,0.846516679810598,"177875",1
"GO:0140677","molecular function activator activity","3/224","202/9914",0.0148514851485149,0.657310820367751,-0.74814609498732,0.839496785392656,0.976797661508278,0.846516679810598,"175443/176588/173448",3
"GO:0004519","endonuclease activity","1/224","94/9914",0.0106382978723404,0.470839665653495,-0.783718572610181,0.884499883362321,0.999954634563947,0.866585077512616,"177875",1
"GO:0008234","cysteine-type peptidase activity","1/224","105/9914",0.00952380952380952,0.421513605442177,-0.906024841166117,0.910403330007955,0.999954634563947,0.866585077512616,"171829",1
"GO:0005543","phospholipid binding","1/224","110/9914",0.00909090909090909,0.402353896103896,-0.958304345888276,0.920178767034826,0.999954634563947,0.866585077512616,"171954",1
"GO:0004674","protein serine/threonine kinase activity","4/224","312/9914",0.0128205128205128,0.567422161172161,-1.18038963275642,0.926290776473202,0.999954634563947,0.866585077512616,"179352/174623/174004/176230",4
"GO:0140640","catalytic activity, acting on a nucleic acid","6/224","429/9914",0.013986013986014,0.619005994005994,-1.22657129089563,0.927135911679052,0.999954634563947,0.866585077512616,"177875/180244/179436/174546/172651/176321",6
"GO:0003712","transcription coregulator activity","1/224","118/9914",0.00847457627118644,0.375075665859564,-1.03826622197272,0.933658228016772,0.999954634563947,0.866585077512616,"174598",1
"GO:0003729","mRNA binding","2/224","192/9914",0.0104166666666667,0.461030505952381,-1.14657287776326,0.934219150099787,0.999954634563947,0.866585077512616,"177735/174572",2
"GO:0008514","organic anion transmembrane transporter activity","1/224","124/9914",0.00806451612903226,0.356926843317972,-1.09558115137074,0.942257580161917,0.999954634563947,0.866585077512616,"177424",1
"GO:0052689","carboxylic ester hydrolase activity","1/224","131/9914",0.00763358778625954,0.337854416575791,-1.15989260993298,0.950897121805725,0.999954634563947,0.866585077512616,"179020",1
"GO:0004518","nuclease activity","1/224","144/9914",0.00694444444444444,0.307353670634921,-1.27294656935947,0.963671200808515,0.999954634563947,0.866585077512616,"177875",1
"GO:0005216","monoatomic ion channel activity","3/224","353/9914",0.0084985835694051,0.376138203156617,-1.81463281028163,0.987818562129001,0.999954634563947,0.866585077512616,"181516/184533/173802",3
"GO:0004672","protein kinase activity","4/224","438/9914",0.0091324200913242,0.404191128506197,-1.93908197107581,0.990639555592353,0.999954634563947,0.866585077512616,"179352/174623/174004/176230",4
"GO:0005102","signaling receptor binding","1/224","204/9914",0.00490196078431373,0.216955532212885,-1.71813216424247,0.991004834536045,0.999954634563947,0.866585077512616,"176595",1
"GO:0019899","enzyme binding","2/224","389/9914",0.0051413881748072,0.227552331986779,-2.36306707218182,0.998807959204532,0.999954634563947,0.866585077512616,"179971/177040",2
"GO:0022890","inorganic cation transmembrane transporter activity","1/224","314/9914",0.00318471337579618,0.140952001819836,-2.35185916397033,0.999319768344461,0.999954634563947,0.866585077512616,"180729",1
"GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","1/224","380/9914",0.00263157894736842,0.116470864661654,-2.67017529654324,0.999857574439367,0.999954634563947,0.866585077512616,"191732",1
"GO:0015318","inorganic molecular entity transmembrane transporter activity","1/224","428/9914",0.00233644859813084,0.103408711615487,-2.88296594860008,0.999954634563947,0.999954634563947,0.866585077512616,"180729",1
