"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097501","stress response to metal ion","3/202","25/9802",0.12,5.8229702970297,3.50232985975246,0.0142024484758635,0.128589736200386,0.110710409171739,"181326/181327/259654",3
"GO:0042255","ribosome assembly","3/202","26/9802",0.115384615384615,5.5990099009901,3.40600816618232,0.015815739252112,0.134133484796393,0.115483345904828,"172838/180246/186322",3
"GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","2/202","10/9802",0.2,9.70495049504951,3.99489957198848,0.0170552614327736,0.137675001927208,0.118532444707165,"173812/178851",2
"GO:0035150","regulation of tube size","2/202","10/9802",0.2,9.70495049504951,3.99489957198848,0.0170552614327736,0.137675001927208,0.118532444707165,"181554/178120",2
"GO:0006555","methionine metabolic process","2/202","11/9802",0.181818181818182,8.82268226822682,3.76542300033361,0.0205654908329517,0.158377917908939,0.136356793423564,"174681/174254",2
"GO:1902806","regulation of cell cycle G1/S phase transition","2/202","11/9802",0.181818181818182,8.82268226822682,3.76542300033361,0.0205654908329517,0.158377917908939,0.136356793423564,"185024/176588",2
"GO:0006026","aminoglycan catabolic process","2/202","12/9802",0.166666666666667,8.08745874587459,3.56340417032165,0.0243478696701307,0.173201315226357,0.149119121357492,"179429/178086",2
"GO:0141061","disruption of cell in another organism","2/202","12/9802",0.166666666666667,8.08745874587459,3.56340417032165,0.0243478696701307,0.173201315226357,0.149119121357492,"179545/180928",2
"GO:0007548","sex differentiation","11/202","271/9802",0.040590405904059,1.96963939936429,2.34801532609795,0.0245583954425431,0.173201315226357,0.149119121357492,"180780/171829/191746/171950/180876/174940/174319/174223/181664/174598/174004",11
"GO:0009064","glutamine family amino acid metabolic process","3/202","32/9802",0.09375,4.54919554455446,2.91697628122086,0.0275822381504121,0.18289586756417,0.157465727297981,"178452/174385/181417",3
"GO:0009084","glutamine family amino acid biosynthetic process","2/202","13/9802",0.153846153846154,7.46534653465347,3.38352649951441,0.0283898063084681,0.18289586756417,0.157465727297981,"178452/181417",2
"GO:0009311","oligosaccharide metabolic process","2/202","13/9802",0.153846153846154,7.46534653465347,3.38352649951441,0.0283898063084681,0.18289586756417,0.157465727297981,"3565050/173388",2
"GO:0010332","response to gamma radiation","2/202","13/9802",0.153846153846154,7.46534653465347,3.38352649951441,0.0283898063084681,0.18289586756417,0.157465727297981,"178926/183126",2
"GO:0051604","protein maturation","11/202","283/9802",0.03886925795053,1.88612112094602,2.19414793452983,0.0323168285413268,0.202828353946873,0.174626768205635,"179971/179040/179113/171974/174319/174223/181664/3565627/176508/172651/189434",11
"GO:0141060","disruption of anatomical structure in another organism","2/202","14/9802",0.142857142857143,6.93210749646393,3.22182029294861,0.0326791080376644,0.202828353946873,0.174626768205635,"179545/180928",2
"GO:0009314","response to radiation","4/202","60/9802",0.0666666666666667,3.23498349834984,2.51884327625792,0.0348562555289631,0.211351682936919,0.181964999606334,"176330/178926/175058/183126",4
"GO:0006520","amino acid metabolic process","8/202","187/9802",0.0427807486631016,2.07592523958278,2.15478288467029,0.0395949292975322,0.236862523476309,0.203928771194057,"178452/174385/174326/174681/181417/177281/174254/174155",8
"GO:0070887","cellular response to chemical stimulus","10/202","260/9802",0.0384615384615385,1.86633663366337,2.05366172911361,0.0427077114064566,0.245311695902272,0.211203156880511,"179060/191732/179885/174717/182177/179148/173686/183622/187209/187708",10
"GO:1901136","carbohydrate derivative catabolic process","5/202","93/9802",0.0537634408602151,2.60885765995954,2.26124234219543,0.0428380125680087,0.245311695902272,0.211203156880511,"179429/178086/185308/173448/3565176",5
"GO:0098609","cell-cell adhesion","4/202","65/9802",0.0615384615384615,2.98613861386139,2.33039162593042,0.0447522157521065,0.251966256755557,0.216932456719631,"175143/183476/181698/190583",4
"GO:0030497","fatty acid elongation","2/202","17/9802",0.117647058823529,5.70879440885265,2.81857137883709,0.0469150323034319,0.257648128223765,0.221824311495088,"178532/177320",2
"GO:0006541","glutamine metabolic process","2/202","18/9802",0.111111111111111,5.39163916391639,2.70507893664191,0.0520794679588,0.281397125261258,0.242271209180156,"178452/174385",2
"GO:0006516","glycoprotein catabolic process","2/202","19/9802",0.105263157894737,5.107868681605,2.59975599491534,0.0574359150018646,0.305413198819439,0.26294804863009,"185308/3565176",2
"GO:0060465","pharynx development","3/202","48/9802",0.0625,3.03279702970297,2.047851795876,0.0759357799048372,0.379678899524186,0.326887724963478,"178904/174464/174385",3
"GO:0006278","RNA-templated DNA biosynthetic process","2/202","23/9802",0.0869565217391304,4.21954369349978,2.24226160887795,0.0805862832540162,0.388437480433028,0.334428498471798,"179678/187558",2
"GO:0005975","carbohydrate metabolic process","9/202","267/9802",0.0337078651685393,1.63566581377239,1.52756394927649,0.100686406981036,0.462054059433521,0.397809308043315,"178583/180825/3565050/173388/176388/180896/180400/177358/187942",9
"GO:0030261","chromosome condensation","2/202","27/9802",0.0740740740740741,3.59442610927759,1.95812344842963,0.106064108580756,0.473753018327375,0.407881624577222,"181073/181545",2
"GO:0170041","non-proteinogenic amino acid metabolic process","2/202","27/9802",0.0740740740740741,3.59442610927759,1.95812344842963,0.106064108580756,0.473753018327375,0.407881624577222,"174681/174155",2
"GO:0008593","regulation of Notch signaling pathway","2/202","28/9802",0.0714285714285714,3.46605374823197,1.89548629657903,0.112735241795086,0.496925078965181,0.427831804042292,"176595/173439",2
"GO:0044255","cellular lipid metabolic process","13/202","442/9802",0.0294117647058824,1.42719860221316,1.33314778710353,0.124932242019447,0.523153763456436,0.450413609385903,"179352/175565/173300/178532/177320/180992/3565680/172715/3565627/189434/180855/178889/173448",13
"GO:1901135","carbohydrate derivative metabolic process","13/202","449/9802",0.0289532293986637,1.40494828992922,1.27415579984716,0.136006130594292,0.546279745371986,0.47032411698955,"173405/176595/179429/178086/174385/3565627/189434/176388/185308/180400/173448/3565176/180821",13
"GO:0044272","sulfur compound biosynthetic process","4/202","96/9802",0.0416666666666667,2.02186468646865,1.45943288183357,0.136162264891226,0.546279745371986,0.47032411698955,"174681/174254/177355/174155",4
"GO:0006790","sulfur compound metabolic process","7/202","208/9802",0.0336538461538462,1.63304455445545,1.338570810958,0.138265903112714,0.551417589794751,0.474747587128866,"187537/173842/185407/174681/174254/177355/174155",7
"GO:0048513","animal organ development","12/202","414/9802",0.0289855072463768,1.40651456449993,1.2259281087475,0.147180123648429,0.578060200010111,0.497685765287574,"171829/178120/191746/171950/180876/174940/174319/174223/181664/174598/184940/174004",12
"GO:0180046","GPI anchored protein biosynthesis","2/202","33/9802",0.0606060606060606,2.94089408940894,1.6199776222942,0.147534767465267,0.578060200010111,0.497685765287574,"3565627/189434",2
"GO:0006457","protein folding","5/202","136/9802",0.0367647058823529,1.78399825276645,1.33547701084268,0.149452126978078,0.582168169042515,0.501222555593555,"179971/179040/179113/171974/172651",5
"GO:0031503","protein-containing complex localization","3/202","66/9802",0.0454545454545455,2.20567056705671,1.42556034805397,0.154817770546206,0.59958327321363,0.516216235225561,"181698/171749/186322",3
"GO:0006310","DNA recombination","4/202","108/9802",0.037037037037037,1.7972130546388,1.20839810253781,0.183219747268323,0.632474904863854,0.54453456066833,"181073/181545/179678/187558",4
"GO:0007140","male meiotic nuclear division","1/202","10/9802",0.1,4.85247524752475,1.7679884252283,0.188061063853392,0.632474904863854,0.54453456066833,"176484",1
"GO:0034755","iron ion transmembrane transport","1/202","10/9802",0.1,4.85247524752475,1.7679884252283,0.188061063853392,0.632474904863854,0.54453456066833,"178215",1
"GO:0040015","negative regulation of multicellular organism growth","1/202","10/9802",0.1,4.85247524752475,1.7679884252283,0.188061063853392,0.632474904863854,0.54453456066833,"179673",1
"GO:0060562","epithelial tube morphogenesis","1/202","10/9802",0.1,4.85247524752475,1.7679884252283,0.188061063853392,0.632474904863854,0.54453456066833,"178120",1
"GO:0051276","chromosome organization","7/202","228/9802",0.0307017543859649,1.48979503213479,1.0854513187138,0.191209400992654,0.632474904863854,0.54453456066833,"179352/176330/181073/181545/175058/179678/187558",7
"GO:0006721","terpenoid metabolic process","1/202","11/9802",0.0909090909090909,4.41134113411341,1.64203810508162,0.204810621155436,0.653443410353057,0.562587570893127,"180855",1
"GO:0093002","response to nematicide","1/202","11/9802",0.0909090909090909,4.41134113411341,1.64203810508162,0.204810621155436,0.653443410353057,0.562587570893127,"178215",1
"GO:0120254","olefinic compound metabolic process","1/202","11/9802",0.0909090909090909,4.41134113411341,1.64203810508162,0.204810621155436,0.653443410353057,0.562587570893127,"180855",1
"GO:0006563","L-serine metabolic process","1/202","12/9802",0.0833333333333333,4.04372937293729,1.53031408432091,0.221216325835918,0.667634857252546,0.574805815827801,"174326",1
"GO:0009068","aspartate family amino acid catabolic process","1/202","12/9802",0.0833333333333333,4.04372937293729,1.53031408432091,0.221216325835918,0.667634857252546,0.574805815827801,"174326",1
"GO:0034605","cellular response to heat","1/202","12/9802",0.0833333333333333,4.04372937293729,1.53031408432091,0.221216325835918,0.667634857252546,0.574805815827801,"179971",1
"GO:0035973","aggrephagy","1/202","12/9802",0.0833333333333333,4.04372937293729,1.53031408432091,0.221216325835918,0.667634857252546,0.574805815827801,"177040",1
"GO:0043467","regulation of generation of precursor metabolites and energy","1/202","12/9802",0.0833333333333333,4.04372937293729,1.53031408432091,0.221216325835918,0.667634857252546,0.574805815827801,"180246",1
"GO:0046112","nucleobase biosynthetic process","1/202","12/9802",0.0833333333333333,4.04372937293729,1.53031408432091,0.221216325835918,0.667634857252546,0.574805815827801,"174385",1
"GO:0050821","protein stabilization","1/202","12/9802",0.0833333333333333,4.04372937293729,1.53031408432091,0.221216325835918,0.667634857252546,0.574805815827801,"179971",1
"GO:0008610","lipid biosynthetic process","7/202","239/9802",0.0292887029288703,1.42122705994449,0.956298331852173,0.223380673053927,0.670806268566869,0.577536268931098,"179352/175565/178532/177320/172715/3565627/189434",7
"GO:0009628","response to abiotic stimulus","8/202","283/9802",0.0282685512367491,1.3717244515971,0.920436742118583,0.229243194743163,0.670806268566869,0.577536268931098,"176330/178926/179971/175058/179060/179899/183126/178587",8
"GO:0036498","IRE1-mediated unfolded protein response","4/202","120/9802",0.0333333333333333,1.61749174917492,0.987221274241266,0.23475179538281,0.670806268566869,0.577536268931098,"175565/176988/259654/24104108",4
"GO:0051052","regulation of DNA metabolic process","2/202","45/9802",0.0444444444444444,2.15665566556656,1.1280476799551,0.237169918562465,0.670806268566869,0.577536268931098,"181073/181545",2
"GO:0071028","nuclear mRNA surveillance","1/202","13/9802",0.0769230769230769,3.73267326732673,1.43009695844713,0.237285202463206,0.670806268566869,0.577536268931098,"177875",1
"GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","1/202","13/9802",0.0769230769230769,3.73267326732673,1.43009695844713,0.237285202463206,0.670806268566869,0.577536268931098,"175058",1
"GO:0071897","DNA biosynthetic process","2/202","46/9802",0.0434782608695652,2.10977184674989,1.09433927509932,0.244830923926929,0.677837681946456,0.583590023105511,"179678/187558",2
"GO:0170040","proteinogenic amino acid catabolic process","2/202","46/9802",0.0434782608695652,2.10977184674989,1.09433927509932,0.244830923926929,0.677837681946456,0.583590023105511,"174326/177281",2
"GO:0000338","protein deneddylation","1/202","14/9802",0.0714285714285714,3.46605374823197,1.33935233208295,0.253024132803632,0.678104675913734,0.583819893795328,"174623",1
"GO:0006687","glycosphingolipid metabolic process","1/202","14/9802",0.0714285714285714,3.46605374823197,1.33935233208295,0.253024132803632,0.678104675913734,0.583819893795328,"173448",1
"GO:0051664","nuclear pore localization","1/202","14/9802",0.0714285714285714,3.46605374823197,1.33935233208295,0.253024132803632,0.678104675913734,0.583819893795328,"181698",1
"GO:0170035","L-amino acid catabolic process","2/202","48/9802",0.0416666666666667,2.02186468646865,1.02943255167628,0.260178407787893,0.691744179436064,0.595562938461843,"174326/177281",2
"GO:0001522","pseudouridine synthesis","1/202","15/9802",0.0666666666666667,3.23498349834984,1.25652293220568,0.268439858710218,0.694419711721414,0.597866460366591,"179436",1
"GO:0009755","hormone-mediated signaling pathway","1/202","15/9802",0.0666666666666667,3.23498349834984,1.25652293220568,0.268439858710218,0.694419711721414,0.597866460366591,"191732",1
"GO:0007219","Notch signaling pathway","2/202","51/9802",0.0392156862745098,1.90293146961755,0.93775753459878,0.283210945601749,0.701000442504341,0.603532195588969,"176595/173439",2
"GO:0006879","intracellular iron ion homeostasis","1/202","16/9802",0.0625,3.03279702970297,1.18039311008859,0.283538984953248,0.701000442504341,0.603532195588969,"178215",1
"GO:0030534","adult behavior","1/202","17/9802",0.0588235294117647,2.85439720442633,1.10999768339113,0.298327981993862,0.724201985274954,0.62350775794293,"174623",1
"GO:0160094","nematode pharynx development","1/202","17/9802",0.0588235294117647,2.85439720442633,1.10999768339113,0.298327981993862,0.724201985274954,0.62350775794293,"174385",1
"GO:0010883","regulation of lipid storage","1/202","18/9802",0.0555555555555556,2.6958195819582,1.04455891303445,0.312813188701807,0.735148658974772,0.632932388245365,"176863",1
"GO:0090435","protein localization to nuclear envelope","1/202","18/9802",0.0555555555555556,2.6958195819582,1.04455891303445,0.312813188701807,0.735148658974772,0.632932388245365,"181698",1
"GO:1905905","nematode pharyngeal gland morphogenesis","1/202","18/9802",0.0555555555555556,2.6958195819582,1.04455891303445,0.312813188701807,0.735148658974772,0.632932388245365,"174385",1
"GO:0016485","protein processing","3/202","96/9802",0.03125,1.51639851485149,0.737523257906813,0.317339423706764,0.735700394060664,0.633407409183415,"174319/174223/181664",3
"GO:0006979","response to oxidative stress","4/202","141/9802",0.0283687943262411,1.37658872270206,0.653342768662934,0.331237364000544,0.749760249595827,0.645512359432071,"174717/177281/173686/187708",4
"GO:0006720","isoprenoid metabolic process","1/202","21/9802",0.0476190476190476,2.31070249882131,0.87216249709347,0.354507537205583,0.776209313489348,0.66828390226577,"180855",1
"GO:0061067","negative regulation of dauer larval development","1/202","21/9802",0.0476190476190476,2.31070249882131,0.87216249709347,0.354507537205583,0.776209313489348,0.66828390226577,"173503",1
"GO:1905952","regulation of lipid localization","1/202","21/9802",0.0476190476190476,2.31070249882131,0.87216249709347,0.354507537205583,0.776209313489348,0.66828390226577,"176863",1
"GO:0061077","chaperone-mediated protein folding","1/202","22/9802",0.0454545454545455,2.20567056705671,0.82119412717171,0.367838431539952,0.778291260097739,0.670076371615964,"179971",1
"GO:0015931","nucleobase-containing compound transport","3/202","105/9802",0.0285714285714286,1.38642149929279,0.577447487090213,0.368236312613408,0.778291260097739,0.670076371615964,"177735/171954/177424",3
"GO:0060078","regulation of postsynaptic membrane potential","3/202","105/9802",0.0285714285714286,1.38642149929279,0.577447487090213,0.368236312613408,0.778291260097739,0.670076371615964,"181516/184533/173802",3
"GO:0007143","female meiotic nuclear division","1/202","24/9802",0.0416666666666667,2.02186468646865,0.72702485470877,0.393683888104441,0.794910567270401,0.684384903164462,"176484",1
"GO:0071248","cellular response to metal ion","1/202","24/9802",0.0416666666666667,2.02186468646865,0.72702485470877,0.393683888104441,0.794910567270401,0.684384903164462,"179060",1
"GO:0006099","tricarboxylic acid cycle","1/202","25/9802",0.04,1.9409900990099,0.68332531998455,0.40620954310576,0.807597607955072,0.695307916982528,"178583",1
"GO:0046854","phosphatidylinositol phosphate biosynthetic process","1/202","25/9802",0.04,1.9409900990099,0.68332531998455,0.40620954310576,0.807597607955072,0.695307916982528,"179352",1
"GO:0051093","negative regulation of developmental process","3/202","113/9802",0.0265486725663717,1.28826776482958,0.447065428532845,0.412935745464431,0.816126694575719,0.702651105463463,"178120/179673/173503",3
"GO:0003006","developmental process involved in reproduction","11/202","487/9802",0.0225872689938398,1.09604163701791,0.315360915523515,0.421545747694001,0.828257040923696,0.713094828635013,"180780/171829/191746/171950/180876/174940/174319/174223/181664/174598/174004",11
"GO:0015850","organic hydroxy compound transport","1/202","27/9802",0.037037037037037,1.7972130546388,0.601690512634067,0.430493596989098,0.83121242069941,0.715639287577811,"172520",1
"GO:0010256","endomembrane system organization","4/202","164/9802",0.024390243902439,1.18353054817677,0.34380492022143,0.438736728045938,0.834692464007591,0.718635459978256,"180780/175058/181698/176589",4
"GO:0007029","endoplasmic reticulum organization","1/202","28/9802",0.0357142857142857,1.73302687411598,0.563427458102714,0.442262424959246,0.834692464007591,0.718635459978256,"176589",1
"GO:0008340","determination of adult lifespan","6/202","261/9802",0.0229885057471264,1.11551155115512,0.27436201538016,0.45170516020277,0.84690469064525,0.729149678670223,"179971/178532/178583/174623/178587/176863",6
"GO:0007009","plasma membrane organization","1/202","29/9802",0.0344827586206897,1.67326732673267,0.526681242313123,0.453789229763649,0.84690469064525,0.729149678670223,"180780",1
"GO:0008544","epidermis development","1/202","29/9802",0.0344827586206897,1.67326732673267,0.526681242313123,0.453789229763649,0.84690469064525,0.729149678670223,"173445",1
"GO:0051241","negative regulation of multicellular organismal process","3/202","124/9802",0.0241935483870968,1.17398594698179,0.282818274190662,0.472654381324502,0.874802307976289,0.753168365704645,"178120/179673/173503",3
"GO:0008033","tRNA processing","2/202","79/9802",0.0253164556962025,1.2284747462088,0.295751440876788,0.486962002369118,0.881804260386259,0.759196755210793,"180244/179436",2
"GO:0034504","protein localization to nucleus","2/202","79/9802",0.0253164556962025,1.2284747462088,0.295751440876788,0.486962002369118,0.881804260386259,0.759196755210793,"181698/171954",2
"GO:0008037","cell recognition","1/202","32/9802",0.03125,1.51639851485149,0.424412293030914,0.486966531855098,0.881804260386259,0.759196755210793,"187942",1
"GO:0040034","regulation of development, heterochronic","1/202","32/9802",0.03125,1.51639851485149,0.424412293030914,0.486966531855098,0.881804260386259,0.759196755210793,"173503",1
"GO:0009895","negative regulation of catabolic process","1/202","33/9802",0.0303030303030303,1.47044704470447,0.392661139551291,0.49757377449228,0.888603279190642,0.765050427331456,"176484",1
"GO:0043603","amide metabolic process","4/202","178/9802",0.0224719101123595,1.09044387584826,0.176639009987477,0.50191681951766,0.888603279190642,0.765050427331456,"187537/173842/185407/173448",4
"GO:1901137","carbohydrate derivative biosynthetic process","7/202","324/9802",0.0216049382716049,1.04837428187263,0.128441079381912,0.503964222404851,0.888603279190642,0.765050427331456,"173405/176595/174385/3565627/189434/176388/180821",7
"GO:0006672","ceramide metabolic process","1/202","34/9802",0.0294117647058824,1.42719860221316,0.361944281035597,0.5079627700448,0.888603279190642,0.765050427331456,"173448",1
"GO:0006289","nucleotide-excision repair","1/202","35/9802",0.0285714285714286,1.38642149929279,0.332192614190211,0.518137987126182,0.899246672754537,0.774213946063608,"187558",1
"GO:0006487","protein N-linked glycosylation","1/202","35/9802",0.0285714285714286,1.38642149929279,0.332192614190211,0.518137987126182,0.899246672754537,0.774213946063608,"180821",1
"GO:0006493","protein O-linked glycosylation","1/202","36/9802",0.0277777777777778,1.3479097909791,0.303343577384827,0.528103803303157,0.904934905915896,0.779111277992005,"176595",1
"GO:0070192","chromosome organization involved in meiotic cell cycle","1/202","37/9802",0.027027027027027,1.31147979662831,0.275340364805694,0.537864506941572,0.913491467237572,0.786478121046645,"179678",1
"GO:0009888","tissue development","4/202","189/9802",0.0211640211640212,1.02697888836503,0.0543251263169964,0.549329072704817,0.916861691697613,0.789379743991032,"181554/178120/174598/173445",4
"GO:0090407","organophosphate biosynthetic process","6/202","290/9802",0.0206896551724138,1.0039603960396,0.00993063360010782,0.554494692316197,0.916861691697613,0.789379743991032,"179352/175565/174385/3565627/189434/176388",6
"GO:0035262","gonad morphogenesis","1/202","39/9802",0.0256410256410256,1.24422442244224,0.221669025932619,0.556787294877324,0.916861691697613,0.789379743991032,"171829",1
"GO:0040026","positive regulation of vulval development","1/202","39/9802",0.0256410256410256,1.24422442244224,0.221669025932619,0.556787294877324,0.916861691697613,0.789379743991032,"178120",1
"GO:0042391","regulation of membrane potential","3/202","141/9802",0.0212765957446809,1.03244154202654,0.056282744568763,0.559039035710564,0.918029789034504,0.790385427165606,"181516/184533/173802",3
"GO:0016192","vesicle-mediated transport","10/202","498/9802",0.0200803212851406,0.97439261998489,-0.0850785794284446,0.580081588618696,0.923170224167521,0.794811127798588,"172520/191746/171950/180876/173898/172229/191748/174940/176589/176787",10
"GO:0031647","regulation of protein stability","1/202","42/9802",0.0238095238095238,1.15535124941066,0.146348996740157,0.583735410653234,0.924592730821907,0.796035846803464,"179971",1
"GO:1901264","carbohydrate derivative transport","1/202","42/9802",0.0238095238095238,1.15535124941066,0.146348996740157,0.583735410653234,0.924592730821907,0.796035846803464,"177424",1
"GO:0009792","embryo development ending in birth or egg hatching","6/202","301/9802",0.0199335548172757,0.967270813460084,-0.0836583053512491,0.591186751056154,0.925116513543175,0.79648680191934,"179352/176330/171829/181554/175443/171954",6
"GO:0061065","regulation of dauer larval development","1/202","44/9802",0.0227272727272727,1.10283528352835,0.099166125186185,0.600788590868419,0.927484690971983,0.798525704088997,"173503",1
"GO:1902882","regulation of response to oxidative stress","1/202","44/9802",0.0227272727272727,1.10283528352835,0.099166125186185,0.600788590868419,0.927484690971983,0.798525704088997,"177281",1
"GO:0009451","RNA modification","2/202","98/9802",0.0204081632653061,0.990301070923419,-0.0139970556819993,0.603474241497438,0.929489061616743,0.800251383764297,"180244/179436",2
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","1/202","45/9802",0.0222222222222222,1.07832783278328,0.0763905219828831,0.609052651602645,0.933787818246618,0.803952434248463,"175058",1
"GO:2000026","regulation of multicellular organismal development","4/202","205/9802",0.0195121951219512,0.946824438541415,-0.111608309503583,0.613855179598123,0.937614814984251,0.80724731910663,"173405/178120/174974/173503",4
"GO:0098771","inorganic ion homeostasis","2/202","104/9802",0.0192307692307692,0.933168316831683,-0.0993878375844276,0.635887926320598,0.949326253430218,0.817330380015333,"180729/178215",2
"GO:0140694","non-membrane-bounded organelle assembly","3/202","158/9802",0.0189873417721519,0.921356059656599,-0.144557447290408,0.636418224123539,0.949326253430218,0.817330380015333,"172838/180246/186322",3
"GO:0031023","microtubule organizing center organization","1/202","49/9802",0.0204081632653061,0.990301070923419,-0.00987251891016016,0.64044099485143,0.949326253430218,0.817330380015333,"175058",1
"GO:0022402","cell cycle process","9/202","474/9802",0.0189873417721519,0.921356059656599,-0.254586534871704,0.647819486903296,0.949488719768607,0.817470256768573,"179352/176330/175058/171954/185024/171950/179678/176484/176588",9
"GO:0031399","regulation of protein modification process","1/202","50/9802",0.02,0.97049504950495,-0.0303394922940373,0.647888028486211,0.949488719768607,0.817470256768573,"174623",1
"GO:0051240","positive regulation of multicellular organismal process","5/202","268/9802",0.0186567164179104,0.905312546179991,-0.227980406868456,0.651762202641947,0.951374021285631,0.819093422882208,"173405/179040/178120/172520/174974",5
"GO:0051302","regulation of cell division","1/202","53/9802",0.0188679245283019,0.9155613674575,-0.0894075828549979,0.669320706193737,0.960966302342231,0.82735197750753,"184940",1
"GO:0070646","protein modification by small protein removal","1/202","53/9802",0.0188679245283019,0.9155613674575,-0.0894075828549979,0.669320706193737,0.960966302342231,0.82735197750753,"174623",1
"GO:0006259","DNA metabolic process","6/202","329/9802",0.0182370820668693,0.884949893165608,-0.307904807185889,0.676953567939876,0.960966302342231,0.82735197750753,"179352/176330/181073/181545/179678/187558",6
"GO:0000041","transition metal ion transport","1/202","55/9802",0.0181818181818182,0.882268226822682,-0.127003242664054,0.682882825574292,0.960966302342231,0.82735197750753,"178215",1
"GO:0051094","positive regulation of developmental process","5/202","278/9802",0.0179856115107914,0.872747346677114,-0.312215754490747,0.683285090785321,0.960966302342231,0.82735197750753,"173405/179040/178120/172520/174974",5
"GO:0051321","meiotic cell cycle","4/202","225/9802",0.0177777777777778,0.862662266226623,-0.302302441647798,0.686047605084749,0.960966302342231,0.82735197750753,"179352/179678/176484/187558",4
"GO:0006400","tRNA modification","1/202","56/9802",0.0178571428571429,0.866513437057991,-0.145309371258828,0.689454865097632,0.960966302342231,0.82735197750753,"180244",1
